"Rank","Desc"
"973","Short stories,Sagas"
"973","Adaptations,Vikings"
"973","Folklore"
"974","Epic poetry, Latin"
"974","Legends"
"974","Rome"
"974","Poetry"
"974","Aeneas (Legendary character)"
"976","Theodicy,Theism,Free will and determinism"
"977","Catholic Church"
"977","Hymns"
"977","Hymns, Latin"
"977","Hymns, English"
"977","Service books (Music)"
"978","Crocheting,Needlework"
"978","Patterns,Knitting,Lace and lace making"
"979","Short stories, English"
"979","Horror tales, English"
"979","Ghost stories, English"
"980","Grandfathers"
"980","Avarice"
"980","United States"
"980","Description and travel"
"980","Bildungsromans,Satire,Black humor,England"
"980","Adventure stories,British"
"980","United States"
"980","Young men"
"980","Fiction"
"984","Prisons"
"984","Poetry,Imprisonment"
"984","Poetry,Prisoners"
"984","Poetry"
"986","Belgium"
"986","Social life and customs"
"986","19th century"
"986","British"
"986","Triangles (Interpersonal relations)"
"986","Women teachers"
"986","Brussels (Belgium)"
"986","Love stories"
"987","Folklore"
"987","Russia"
"988","Composers"
"988","Germany"
"988","Biography"
"988","Beethoven, Ludwig van, 1770-1827"
"989","Human-alien encounters"
"989","Science fiction,Space warfare"
"989","Fiction"
"990","Bible. New Testament"
"990","History of Biblical events"
"990","Fiction"
"990","Historical fiction"
"990","Tiberius, Emperor of Rome 42 B.C.-37 A.D."
"990","Christian fiction"
"990","Rome"
"990","History"
"990","Tiberius, 14-37"
"990","Jesus Christ"
